Player,Nation,Pos,Squad,Age,Born,MatchesPlayed,Gls,Ast,xG,xAG,Shots,SoT,PassCmp,PassAtt,PassCmpPct,Tkl,TklW,Blocks,Int,GK_GA,GK_GA90,GK_SoTA,GK_Saves,GK_SavePct,GK_CS,GK_CSPct,GK_PKAtt,GK_PKA,GK_PKsv,GK_PKm,GK_PSxG,GK_PSxG_per_SoT,GK_PSxG_PlusMinus,GK_PSxG_PlusMinus_per90,GK_PassCmp,GK_PassAtt,GK_PassCmpPct,GK_GKPassAtt,GK_Throws,GK_LaunchPct,GK_AvgLen,GK_CrossesStp,GK_CrossesStpPct,GK_OPA,GK_OPA90,GK_OPA_AvgDist,IsGK,AgeYears
matias miranda,ar ARG,MF,Gimnasia–LP,23,2000,0.8,0,0,0.0,0.1,0,0,29,43,67.44,6,5,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
matias moreno,ar ARG,DF,Belgrano,20,2003,5.7,0,0,0.1,0.0,3,1,195,254,76.77,13,9,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
matias orihuela,ar ARG,"DF,MF",Atlé Tucumán,31,1992,3.8,0,0,0.1,0.3,2,0,73,106,68.87,11,6,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0
matias pellegrini,ar ARG,FW,Vélez Sarsfield,23,2000,4.3,1,0,0.8,0.4,5,1,130,186,69.89,12,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
matias perello,ar ARG,"FW,MF",Arg Juniors,22,2001,2.8,0,0,0.7,0.8,10,5,37,69,53.62,7,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
matias ramirez,ar ARG,FW,Gimnasia–LP,24,1999,0.0,0,0,0.0,0.1,0,0,5,10,50.0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
matias reali,ar ARG,"FW,MF",San Lorenzo,26,1997,7.5,0,0,0.6,0.6,8,3,120,219,54.79,9,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
matias rosales,ar ARG,"DF,MF",Sarmiento,18,2005,2.9,0,0,0.0,0.2,0,0,25,58,43.1,12,7,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0
matias ruiz diaz,ar ARG,DF,Ind. Rivadavia,27,1996,7.8,0,0,0.4,0.3,5,0,166,283,58.66,16,10,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0
matias sosa,ar ARG,"FW,MF",Defensa y Just,22,2001,2.1,1,0,0.6,0.0,6,2,45,70,64.29,7,6,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
matias suarez,ar ARG,"FW,DF",Belgrano,35,1988,7.2,2,0,1.7,1.0,18,9,146,192,76.04,5,2,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,35.0
matko miljevic,us USA,"MF,FW",Newell's OB,22,2001,12.8,2,1,1.3,1.8,38,8,407,555,73.33,9,7,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
mauricio asenjo,ar ARG,FW,Ind. Rivadavia,29,1994,7.6,0,0,1.0,0.3,12,4,87,170,51.18,7,5,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0
mauricio cardillo,ar ARG,"MF,DF",Ind. Rivadavia,20,2003,7.2,0,1,1.3,0.1,8,3,107,193,55.44,10,6,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
mauricio isla,cl CHI,DF,Independiente,35,1988,3.0,0,1,0.0,0.1,0,0,108,138,78.26,4,3,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,35.0
mauricio martinez,ar ARG,"MF,DF",Rosario Central,30,1993,15.1,0,0,0.8,0.1,19,3,613,741,82.73,30,17,8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0
mauricio roldan,ar ARG,FW,Banfield,18,2005,4.9,0,1,0.7,0.6,12,4,58,91,63.74,6,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0
mauro luna diale,ar ARG,MF,Unión,24,1999,4.0,0,1,0.2,0.9,7,3,141,192,73.44,4,3,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
mauro maidana,ar ARG,DF,Ind. Rivadavia,33,1990,1.8,0,0,0.0,0.1,0,0,36,53,67.92,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0
mauro mendez,uy URU,"FW,MF",Estudiantes–LP,25,1999,1.2,1,0,0.6,0.0,4,2,20,29,68.97,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
mauro pitton,ar ARG,MF,Unión,29,1994,24.9,2,2,1.5,1.9,28,3,826,1116,74.01,57,28,30,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0
maxi gonzalez,ar ARG,MF,Lanús,19,2004,0.8,0,0,0.0,0.0,1,0,12,20,60.0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0
maximiliano brito,uy URU,FW,Deportivo Riestra,32,1991,0.7,0,0,0.2,0.0,2,0,8,14,57.14,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0
maximiliano lovera,ar ARG,"FW,MF",Rosario Central,24,1999,9.8,0,2,1.0,1.6,7,1,286,409,69.93,8,6,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
maximiliano meza,ar ARG,"MF,FW",River Plate,31,1992,11.1,4,1,2.9,1.1,23,9,451,573,78.71,38,25,19,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0
maximiliano puig,ar ARG,"MF,DF",Barracas Central,23,2000,3.8,0,0,0.3,0.2,5,1,71,101,70.3,9,6,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
maximiliano rodriguez,ar ARG,"DF,MF",Deportivo Riestra,35,1988,3.6,0,1,0.0,0.5,1,0,38,78,48.72,8,4,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,35.0
maximiliano romero,ar ARG,FW,Arg Juniors,25,1999,15.0,4,1,2.8,1.4,19,9,125,192,65.1,7,5,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
maximiliano salas,ar ARG,"FW,MF",Racing Club,26,1997,17.9,4,1,5.1,2.2,46,13,248,399,62.16,24,14,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
maximiliano urruti,ar ARG,FW,Platense,32,1991,0.3,0,0,0.0,0.0,0,0,5,7,71.43,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0
maximiliano zalazar,ar ARG,"FW,MF",Barracas Central,22,2001,11.0,1,0,1.6,0.2,27,7,135,234,57.69,11,6,13,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
maximo oses,ar ARG,"FW,MF",Belgrano,18,2005,0.6,0,0,0.0,0.1,1,1,13,25,52.0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0
michael santos,uy URU,"FW,MF",Vélez Sarsfield,30,1993,3.2,3,0,2.2,0.1,10,6,32,63,50.79,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0
miguel angel torren,ar ARG,DF,Unión,35,1988,8.6,0,0,0.0,0.1,0,0,288,345,83.48,7,5,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,35.0
miguel barbieri,ar ARG,DF,Rosario Central,30,1993,7.3,0,0,0.1,0.4,3,0,224,305,73.44,8,4,11,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0
miguel borja,co COL,FW,River Plate,31,1993,14.8,11,1,13.0,1.1,60,23,202,313,64.54,16,12,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0
miguel brizuela,ar ARG,DF,Instituto,27,1997,5.9,0,0,0.0,0.1,1,0,162,226,71.68,6,4,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0
miguel merentiel,uy URU,FW,Boca Juniors,27,1996,19.0,7,3,8.1,3.7,45,16,300,443,67.72,5,3,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0
miguel navarro,ve VEN,DF,Talleres,24,1999,18.5,1,3,0.3,0.8,9,1,804,992,81.05,26,18,22,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
milton casco,ar ARG,DF,River Plate,35,1988,13.7,0,1,0.1,1.1,4,0,754,934,80.73,14,8,9,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,35.0
milton celiz,ar ARG,MF,Deportivo Riestra,31,1992,19.3,0,0,2.6,1.1,28,6,289,515,56.12,51,35,35,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0
milton delgado,ar ARG,MF,Boca Juniors,18,2005,4.1,0,0,0.0,0.0,1,0,140,165,84.85,20,12,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0
milton gimenez,ar ARG,FW,Banfield,27,1996,4.9,4,0,4.7,0.0,13,6,53,82,64.63,5,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0
misael jaime,ar ARG,"FW,MF",Newell's OB,20,2004,0.9,0,1,0.0,0.1,0,0,16,28,57.14,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
moises brandan,ar ARG,DF,Atlé Tucumán,23,2000,12.8,0,1,0.4,1.1,11,2,303,504,60.12,37,29,19,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
nahuel banegas,ar ARG,DF,Tigre,27,1996,15.1,1,0,2.0,0.2,33,13,568,804,70.65,31,16,26,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0
nahuel barrios,ar ARG,"MF,FW",San Lorenzo,25,1998,7.8,0,0,0.4,0.2,14,3,281,345,81.45,17,13,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
nahuel bustos,ar ARG,MF,San Lorenzo,25,1998,9.0,1,1,1.9,1.3,35,8,196,287,68.29,8,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
nahuel gallardo,ar ARG,DF,Ind. Rivadavia,25,1998,0.2,0,0,0.0,0.0,0,0,7,11,63.64,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
nahuel genez,ar ARG,DF,Tigre,20,2003,0.5,0,0,0.0,0.0,0,0,27,35,77.14,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
nahuel losada,ar ARG,GK,Lanús,30,1993,17.0,0,0,0.0,0.0,0,0,396,547,72.39,0,0,0,0,9.0,1.8,27.0,19.0,74.1,1.0,20.0,2.0,2.0,0.0,0.0,7.8,0.23,-0.2,-0.04,25.0,73.0,34.2,128.0,24.0,42.2,36.9,6.0,5.3,4.0,0.8,11.5,True,30.0
nahuel manganelli,ar ARG,GK,Deportivo Riestra,22,2001,2.0,0,0,0.0,0.0,0,0,21,57,36.84,1,1,0,0,2.0,1.0,7.0,5.0,71.4,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.37,0.6,0.29,13.0,46.0,28.3,31.0,4.0,71.0,54.7,2.0,4.3,7.0,3.5,19.5,True,22.0
nazareno colombo,ar ARG,DF,Racing Club,24,1999,16.9,1,0,0.5,0.3,11,2,690,900,76.67,32,21,16,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
nehuen benedetti,ar ARG,MF,Estudiantes–LP,18,2005,0.9,0,0,0.0,0.1,0,0,38,51,74.51,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0
nehuen paz,ar ARG,DF,Tigre,30,1993,19.8,1,0,0.4,0.0,9,2,721,902,79.93,22,18,29,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0
nelson insfran,ar ARG,GK,Gimnasia–LP,28,1995,9.0,0,0,0.0,0.0,0,0,199,269,73.98,0,0,0,0,11.0,1.22,36.0,25.0,69.4,1.0,11.1,0.0,0.0,0.0,0.0,8.7,0.25,-2.3,-0.26,52.0,116.0,44.8,200.0,45.0,41.5,36.2,12.0,8.5,9.0,1.0,14.8,True,28.0
nery dominguez,ar ARG,"DF,MF",Lanús,33,1990,11.0,0,0,0.0,0.1,3,0,470,584,80.48,17,9,12,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0
nestor breitenbruch,ar ARG,DF,Atlé Tucumán,28,1995,10.4,1,0,0.7,0.1,8,3,320,449,71.27,27,18,13,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0
nicolas benegas,ar ARG,FW,Deportivo Riestra,27,1996,10.5,3,3,2.1,2.1,29,6,108,228,47.37,10,7,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0
nicolas blandi,ar ARG,FW,Defensa y Just,34,1990,0.5,0,0,0.0,0.0,0,0,6,9,66.67,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0
nicolas capraro,ar ARG,DF,Barracas Central,25,1998,23.4,0,0,0.6,0.2,10,2,653,867,75.32,37,21,25,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
nicolas caro,ar ARG,DF,Deportivo Riestra,28,1995,20.1,1,0,1.1,0.3,12,4,192,333,57.66,12,7,9,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0
nicolas castro,ar ARG,MF,Atlé Tucumán,33,1990,4.0,0,0,0.1,0.8,5,1,104,159,65.41,22,13,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0
nicolas colazo,ar ARG,"DF,MF",Gimnasia–LP,33,1990,16.1,1,1,0.3,1.2,7,1,507,736,68.89,36,23,22,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0
nicolas cordero,ar ARG,"FW,MF",Arg Juniors,24,1999,2.1,0,0,1.1,0.6,8,0,38,68,55.88,3,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
nicolas demartini,ar ARG,DF,Barracas Central,24,1999,15.6,1,0,0.7,0.1,6,4,360,475,75.79,33,21,30,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
nicolas dematei,ar ARG,DF,Deportivo Riestra,36,1987,2.5,0,0,0.2,0.0,3,0,25,56,44.64,1,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,36.0
nicolas dubersarsky,ar ARG,MF,Instituto,19,2004,20.1,0,1,0.1,0.2,4,0,551,683,80.67,50,34,38,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0
nicolas fernandez,ar ARG,"FW,MF",Belgrano,27,1996,12.2,5,3,3.1,1.9,34,11,205,292,70.21,4,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0
nicolas fonseca,uy URU,MF,River Plate,25,1998,6.2,0,0,0.1,0.1,4,1,363,432,84.03,24,17,8,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
nicolas gaitan,ar ARG,"MF,FW",Sarmiento,35,1988,14.3,1,2,1.4,2.6,15,1,330,563,58.61,24,14,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,35.0
nicolas garayalde,ar ARG,MF,Gimnasia–LP,24,1999,14.2,0,0,0.4,0.5,11,2,472,633,74.57,67,47,21,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
nicolas hernandez,co COL,DF,Banfield,26,1998,14.5,0,0,0.0,0.2,1,0,416,518,80.31,14,10,18,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
nicolas meriano,ar ARG,DF,Belgrano,23,2000,5.3,0,0,0.4,0.2,7,1,234,326,71.78,14,6,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
nicolas morgantini,ar ARG,DF,Lanús,29,1994,11.8,0,1,0.5,1.0,8,1,337,465,72.47,20,14,15,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0
nicolas oroz,ar ARG,"MF,FW",Arg Juniors,29,1994,16.6,2,0,0.9,1.6,23,7,565,776,72.81,33,17,26,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0
nicolas orsini,ar ARG,FW,Unión,29,1994,17.1,4,2,6.3,2.1,45,16,225,367,61.31,15,9,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0
nicolas palavecino,ar ARG,"FW,MF",Defensa y Just,20,2003,7.2,0,1,1.5,0.7,14,3,157,209,75.12,20,10,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
nicolas paz,ar ARG,DF,Unión,21,2002,16.4,0,0,0.4,0.0,7,0,507,707,71.71,33,26,18,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
nicolas quagliata,uy URU,"FW,MF",Cen. Córdoba–SdE,24,1999,1.3,0,0,0.4,0.2,3,2,57,79,72.15,3,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
nicolas romero,ar ARG,DF,Atlé Tucumán,20,2003,23.7,0,0,0.9,0.2,17,6,531,849,62.54,30,17,47,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
nicolas sanchez,ar ARG,FW,Gimnasia–LP,19,2004,0.1,0,0,0.0,0.0,0,0,1,1,100.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0
nicolas sansotre,ar ARG,DF,Deportivo Riestra,30,1993,24.9,0,2,0.2,0.6,5,1,353,581,60.76,33,23,26,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0
nicolas servetto,ar ARG,"FW,DF",Atlé Tucumán,27,1996,0.3,0,0,0.1,0.0,1,0,8,11,72.73,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0
nicolas sumavil,ar ARG,GK,Platense,24,1999,1.0,0,0,0.0,0.0,0,0,5,17,29.41,0,0,0,0,0.0,0.0,2.0,2.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,0.3,0.14,0.3,0.28,5.0,17.0,29.4,10.0,0.0,100.0,55.9,1.0,11.1,0.0,0.0,8.5,True,24.0
nicolas tolosa,ar ARG,DF,Barracas Central,22,2001,2.0,0,0,0.0,0.0,1,0,69,95,72.63,3,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
nicolas tripichio,ar ARG,"DF,MF",San Lorenzo,28,1996,7.6,0,1,0.0,0.6,2,1,261,345,75.65,18,10,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0
nicolas vallejo,ar ARG,"MF,FW",Independiente,20,2004,1.9,0,0,0.1,0.0,5,0,44,59,74.58,2,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
norberto briasco,am ARM,"MF,FW",Boca Juniors,27,1996,0.5,0,0,0.0,0.0,0,0,5,9,55.56,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0
octavio ontivero,ar ARG,DF,Lanús,18,2006,2.3,0,0,0.0,0.0,0,0,82,109,75.23,7,5,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0
orlando gill,py PAR,GK,San Lorenzo,23,2000,1.0,0,0,0.0,0.0,0,0,20,28,71.43,0,0,0,0,1.0,1.0,3.0,2.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.36,0.1,0.09,3.0,11.0,27.3,15.0,4.0,20.0,29.2,1.0,7.1,0.0,0.0,4.5,True,23.0
oscar arias,ar ARG,DF,San Lorenzo,19,2005,6.1,0,0,0.2,0.1,3,1,211,296,71.28,19,10,8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0
oscar garrido,ar ARG,"DF,MF",Cen. Córdoba–SdE,26,1997,3.6,0,0,0.0,0.2,0,0,127,150,84.67,5,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
oscar salomon,ar ARG,"DF,FW",Platense,24,1999,1.2,0,0,0.0,0.0,0,0,12,23,52.17,2,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
pablo altamirano,ar ARG,MF,Newell's OB,19,2005,1.6,0,0,0.0,0.1,2,2,67,81,82.72,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0
pablo chavarria,ar ARG,FW,Belgrano,36,1988,6.7,2,0,3.2,0.7,13,7,105,166,63.25,6,3,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,36.0
pablo de blasis,ar ARG,"MF,FW",Gimnasia–LP,35,1988,14.2,2,0,3.9,1.4,14,5,530,733,72.31,28,17,16,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,35.0
pablo monje,ar ARG,MF,Deportivo Riestra,26,1997,22.3,0,2,0.2,1.3,7,1,348,624,55.77,50,33,34,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
pablo piatti,ar ARG,"FW,MF",Estudiantes–LP,34,1989,10.4,2,1,1.8,1.8,22,10,247,375,65.87,26,19,17,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0
pablo siles,uy URU,MF,Huracán,26,1997,3.0,0,1,0.0,0.6,0,0,93,118,78.81,7,7,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
pablo solari,ar ARG,FW,River Plate,22,2001,16.5,6,1,5.1,4.1,49,21,321,500,64.2,18,11,22,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
patricio pernicone,ar ARG,DF,Vélez Sarsfield,22,2001,6.2,0,0,0.0,0.0,1,0,212,252,84.13,5,3,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
patricio tanda,ar ARG,"MF,DF",Unión,21,2002,2.7,0,0,0.0,0.5,3,0,133,161,82.61,3,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
paulo diaz,cl CHI,DF,River Plate,29,1994,20.3,2,0,1.1,1.0,21,6,1387,1590,87.23,25,17,13,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0
pedro ramirez,ar ARG,"DF,MF",Deportivo Riestra,23,2000,20.4,0,1,1.3,1.9,19,6,314,579,54.23,51,38,36,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
pedro velurtas,ar ARG,DF,Barracas Central,22,2001,5.6,0,0,0.1,0.1,4,1,180,255,70.59,11,5,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
pier barrios,ar ARG,DF,Godoy Cruz,33,1990,21.0,0,0,0.2,0.1,6,3,629,835,75.33,25,18,21,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0
rafael barrios,ar ARG,"DF,MF",Cen. Córdoba–SdE,30,1993,17.3,1,1,2.0,1.1,16,3,665,937,70.97,46,30,30,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0
rafael ferrario,ar ARG,GK,Barracas Central,23,2000,8.0,0,0,0.0,0.0,0,0,116,221,52.49,0,0,0,0,8.0,1.0,28.0,21.0,71.4,2.0,25.0,0.0,0.0,0.0,0.0,7.6,0.28,0.6,0.08,66.0,169.0,39.1,147.0,23.0,70.1,49.9,10.0,6.7,6.0,0.75,11.4,True,23.0
rafael marcelo delgado,ar ARG,DF,Belgrano,34,1990,14.7,0,1,0.0,0.6,0,0,461,625,73.76,29,20,23,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0
rafael profini,ar ARG,"DF,FW",Unión,20,2003,0.1,0,0,0.0,0.0,0,0,7,10,70.0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
ramiro carrera,ar ARG,"FW,MF",Lanús,30,1993,12.7,1,1,2.4,1.0,38,6,306,447,68.46,26,13,18,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0
ramiro degregorio,ar ARG,MF,Racing Club,20,2003,0.2,0,0,0.0,0.0,0,0,3,4,75.0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
ramiro di luciano,ar ARG,DF,Banfield,20,2004,11.8,0,1,0.2,1.4,5,0,248,415,59.76,28,19,23,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
ramiro funes mori,ar ARG,DF,River Plate,32,1991,1.7,0,0,0.0,0.0,0,0,88,104,84.62,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0
ramiro hernandes,ar ARG,"MF,DF",Belgrano,19,2004,1.8,1,0,0.1,0.0,1,1,45,68,66.18,6,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0
ramiro macagno,ar ARG,GK,Newell's OB,26,1997,13.2,0,0,0.0,0.0,0,0,274,401,68.33,1,1,0,1,23.0,1.75,59.0,36.0,62.7,3.0,23.1,1.0,1.0,0.0,0.0,17.5,0.28,-5.5,-0.42,65.0,183.0,35.5,326.0,62.0,44.2,38.3,10.0,5.6,18.0,1.37,16.3,True,26.0
ramiro ruiz,ar ARG,"FW,MF",Talleres,23,2000,4.6,0,0,1.4,0.6,10,3,49,77,63.64,3,1,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
ramon abila,ar ARG,FW,Huracán,34,1989,8.2,0,0,2.2,0.7,15,2,97,162,59.88,2,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0
ramon arias,uy URU,DF,Tigre,31,1992,7.4,0,1,0.2,0.0,4,3,294,357,82.35,8,7,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0
ramon cansinos,ar ARG,"MF,FW",Cen. Córdoba–SdE,21,2002,2.2,0,0,0.0,0.0,2,0,39,59,66.1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
ramon sosa,py PAR,FW,Talleres,24,1999,2.2,2,1,0.1,0.2,3,2,37,58,63.79,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
randall rodriguez,uy URU,GK,Vélez Sarsfield,20,2003,1.0,0,0,0.0,0.0,0,0,31,39,79.49,0,0,0,0,0.0,0.0,2.0,2.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,0.2,0.11,0.2,0.23,6.0,13.0,46.2,28.0,6.0,28.6,27.4,0.0,0.0,1.0,1.0,18.5,True,20.0
raul loaiza,co COL,MF,Lanús,29,1994,9.4,0,0,0.4,0.1,6,2,294,351,83.76,18,9,17,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0
renzo tesuri,ar ARG,"MF,DF",Atlé Tucumán,27,1996,23.4,6,3,5.9,2.5,30,9,486,730,66.58,50,34,38,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0
roberto nicolas fernandez,uy URU,MF,Godoy Cruz,25,1998,14.1,2,2,1.5,1.2,18,5,444,630,70.48,25,15,22,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
roberto ramirez,ar ARG,GK,Godoy Cruz,27,1996,1.0,0,0,0.0,0.0,0,0,31,39,79.49,0,0,0,0,1.0,1.0,4.0,3.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.32,0.3,0.28,7.0,12.0,58.3,38.0,3.0,31.6,31.8,1.0,9.1,3.0,3.0,20.6,True,27.0
rodrigo aliendro,ar ARG,MF,River Plate,32,1991,5.7,0,0,0.9,0.9,9,2,269,333,80.78,14,11,13,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0
rodrigo atencio,ar ARG,"MF,FW",Cen. Córdoba–SdE,21,2002,20.2,4,1,3.8,1.4,44,12,709,910,77.91,27,17,12,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
