name,dob,position,team,age_years,is_gk,season,league_code,player_id_fb,name_norm,dob_key,k1,tm_player_id,market_value_eur,last_update,nationality,fuzzy_score,player_uuid
sheyko studer,2002,DF,Ind. Rivadavia,21.0,False,2024,ARG1,,sheyko studer,2002,sheyko studer|2002,,,,ar ARG,,sheyko studer|2002
silvio romero,1988,"FW,MF",Instituto,35.0,False,2024,ARG1,,silvio romero,1988,silvio romero|1988,88082.0,800000.0,,ar ARG,100.0,silvio romero|1988
silvio ulariaga,2002,FW,Godoy Cruz,21.0,False,2024,ARG1,,silvio ulariaga,2002,silvio ulariaga|2002,,,,ar ARG,,silvio ulariaga|2002
simon rivero,2003,MF,Unión,20.0,False,2024,ARG1,,simon rivero,2003,simon rivero|2003,,,,ar ARG,,simon rivero|2003
siro rosane,2000,MF,Barracas Central,23.0,False,2024,ARG1,,siro rosane,2000,siro rosane|2000,,,,ar ARG,,siro rosane|2000
stefano moreyra,2001,MF,Instituto,22.0,False,2024,ARG1,,stefano moreyra,2001,stefano moreyra|2001,,,,ar ARG,,stefano moreyra|2001
thiago cardozo,1996,GK,Unión,27.0,True,2024,ARG1,,thiago cardozo,1996,thiago cardozo|1996,114932.0,100000.0,,uy URU,92.85714285714286,thiago cardozo|1996
thiago fernandez,2004,FW,Vélez Sarsfield,19.0,False,2024,ARG1,,thiago fernandez,2004,thiago fernandez|2004,,,,ar ARG,,thiago fernandez|2004
thiago nuss,2001,FW,Cen. Córdoba–SdE,22.0,False,2024,ARG1,,thiago nuss,2001,thiago nuss|2001,840101.0,750000.0,,ar ARG,100.0,thiago nuss|2001
thiago ponce,2005,FW,Rosario Central,19.0,False,2024,ARG1,,thiago ponce,2005,thiago ponce|2005,,,,ar ARG,,thiago ponce|2005
thiago santamaria,2003,DF,Arg Juniors,20.0,False,2024,ARG1,,thiago santamaria,2003,thiago santamaria|2003,,,,ar ARG,,thiago santamaria|2003
thomas galdames,1998,DF,Godoy Cruz,25.0,False,2024,ARG1,,thomas galdames,1998,thomas galdames|1998,539469.0,2500000.0,,cl CHI,100.0,thomas galdames|1998
thyago ayala,2001,GK,Sarmiento,22.0,True,2024,ARG1,,thyago ayala,2001,thyago ayala|2001,,,,ar ARG,,thyago ayala|2001
tiago banega,1999,"MF,DF",Unión,24.0,False,2024,ARG1,,tiago banega,1999,tiago banega|1999,,,,ar ARG,,tiago banega|1999
tiago ferreyra,2002,"FW,DF",Defensa y Just,21.0,False,2024,ARG1,,tiago ferreyra,2002,tiago ferreyra|2002,149721.0,250000.0,,ar ARG,92.85714285714286,tiago ferreyra|2002
tiago palacios,2001,"FW,MF",Estudiantes–LP,22.0,False,2024,ARG1,,tiago palacios,2001,tiago palacios|2001,,,,uy URU,,tiago palacios|2001
tobias cervera,2002,FW,Platense,21.0,False,2024,ARG1,,tobias cervera,2002,tobias cervera|2002,,,,sy SYR,,tobias cervera|2002
tobias medina,2004,"MF,FW",San Lorenzo,19.0,False,2024,ARG1,,tobias medina,2004,tobias medina|2004,856592.0,1000000.0,,ar ARG,100.0,tobias medina|2004
tobias ostchega,1998,DF,Ind. Rivadavia,25.0,False,2024,ARG1,,tobias ostchega,1998,tobias ostchega|1998,,,,ar ARG,,tobias ostchega|1998
tobias palacio,2006,DF,Arg Juniors,17.0,False,2024,ARG1,,tobias palacio,2006,tobias palacio|2006,,,,ar ARG,,tobias palacio|2006
tobias rubio,2004,MF,Racing Club,19.0,False,2024,ARG1,,tobias rubio,2004,tobias rubio|2004,,,,ar ARG,,tobias rubio|2004
tomas badaloni,2000,FW,Godoy Cruz,23.0,False,2024,ARG1,,tomas badaloni,2000,tomas badaloni|2000,,,,ar ARG,,tomas badaloni|2000
tomas belmonte,1998,MF,Boca Juniors,25.0,False,2024,ARG1,,tomas belmonte,1998,tomas belmonte|1998,,,,ar ARG,,tomas belmonte|1998
tomas castro,2001,"MF,DF",Atlé Tucumán,22.0,False,2024,ARG1,,tomas castro,2001,tomas castro|2001,681831.0,325000.0,,ar ARG,100.0,tomas castro|2001
tomas cavanagh,2001,"FW,DF",Tigre,23.0,False,2024,ARG1,,tomas cavanagh,2001,tomas cavanagh|2001,,,,ar ARG,,tomas cavanagh|2001
tomas conechny,1998,FW,Godoy Cruz,25.0,False,2024,ARG1,,tomas conechny,1998,tomas conechny|1998,401571.0,2000000.0,,ar ARG,100.0,tomas conechny|1998
tomas durso,1999,GK,Atlé Tucumán,24.0,True,2024,ARG1,,tomas durso,1999,tomas durso|1999,,,,ar ARG,,tomas durso|1999
tomas fernandez,2004,DF,Tigre,20.0,False,2024,ARG1,,tomas fernandez,2004,tomas fernandez|2004,,,,ar ARG,,tomas fernandez|2004
tomas galvan,2000,"FW,MF",Tigre,23.0,False,2024,ARG1,,tomas galvan,2000,tomas galvan|2000,,,,ar ARG,,tomas galvan|2000
tomas guiacobini,2004,MF,Sarmiento,19.0,False,2024,ARG1,,tomas guiacobini,2004,tomas guiacobini|2004,,,,ar ARG,,tomas guiacobini|2004
tomas guidara,1996,DF,Vélez Sarsfield,27.0,False,2024,ARG1,,tomas guidara,1996,tomas guidara|1996,,,,ar ARG,,tomas guidara|1996
tomas jacob,2004,DF,Newell's OB,19.0,False,2024,ARG1,,tomas jacob,2004,tomas jacob|2004,,,,ar ARG,,tomas jacob|2004
tomas marchiori,1995,GK,Vélez Sarsfield,28.0,True,2024,ARG1,,tomas marchiori,1995,tomas marchiori|1995,,,,ar ARG,,tomas marchiori|1995
tomas molina,1995,FW,Cen. Córdoba–SdE,28.0,False,2024,ARG1,,tomas molina,1995,tomas molina|1995,,,,ar ARG,,tomas molina|1995
tomas o'connor,2004,MF,Rosario Central,19.0,False,2024,ARG1,,tomas o'connor,2004,tomas o'connor|2004,,,,ar ARG,,tomas o'connor|2004
tomas palacios,2003,DF,Ind. Rivadavia,20.0,False,2024,ARG1,,tomas palacios,2003,tomas palacios|2003,993645.0,5000000.0,,ar ARG,100.0,tomas palacios|2003
tomas perez,2005,MF,Newell's OB,18.0,False,2024,ARG1,,tomas perez,2005,tomas perez|2005,1152154.0,3000000.0,,ar ARG,100.0,tomas perez|2005
tomas porra,2004,MF,San Lorenzo,20.0,False,2024,ARG1,,tomas porra,2004,tomas porra|2004,,,,ar ARG,,tomas porra|2004
tomas pozzo,2000,MF,Godoy Cruz,23.0,False,2024,ARG1,,tomas pozzo,2000,tomas pozzo|2000,,,,ar ARG,,tomas pozzo|2000
tomas villoldo,1995,"DF,MF",Deportivo Riestra,28.0,False,2024,ARG1,,tomas villoldo,1995,tomas villoldo|1995,,,,ar ARG,,tomas villoldo|1995
valentin burgoa,2000,"FW,MF",Sarmiento,24.0,False,2024,ARG1,,valentin burgoa,2000,valentin burgoa|2000,,,,ar ARG,,valentin burgoa|2000
valentin depietri,2000,FW,Talleres,23.0,False,2024,ARG1,,valentin depietri,2000,valentin depietri|2000,,,,ar ARG,,valentin depietri|2000
valentin fascendini,2003,DF,Unión,20.0,False,2024,ARG1,,valentin fascendini,2003,valentin fascendini|2003,,,,ar ARG,,valentin fascendini|2003
valentin gomez,2003,DF,Vélez Sarsfield,20.0,False,2024,ARG1,,valentin gomez,2003,valentin gomez|2003,,,,ar ARG,,valentin gomez|2003
valentin moreno,2003,DF,Tigre,20.0,False,2024,ARG1,,valentin moreno,2003,valentin moreno|2003,,,,ar ARG,,valentin moreno|2003
valentin rodriguez,2001,"MF,DF",Gimnasia–LP,22.0,False,2024,ARG1,,valentin rodriguez,2001,valentin rodriguez|2001,,,,uy URU,,valentin rodriguez|2001
valentino acuna,2006,MF,Newell's OB,18.0,False,2024,ARG1,,valentino acuna,2006,valentino acuna|2006,,,,ar ARG,,valentino acuna|2006
vicente poggi,2002,MF,Godoy Cruz,21.0,False,2024,ARG1,,vicente poggi,2002,vicente poggi|2002,,,,uy URU,,vicente poggi|2002
vicente taborda,2001,MF,Platense,22.0,False,2024,ARG1,,vicente taborda,2001,vicente taborda|2001,,,,ar ARG,,vicente taborda|2001
victor cabrera,1993,DF,Instituto,30.0,False,2024,ARG1,,victor cabrera,1993,victor cabrera|1993,,,,ar ARG,,victor cabrera|1993
victor malcorra,1987,"MF,FW",Rosario Central,36.0,False,2024,ARG1,,victor malcorra,1987,victor malcorra|1987,,,,ar ARG,,victor malcorra|1987
victorio ramis,1994,FW,Ind. Rivadavia,29.0,False,2024,ARG1,,victorio ramis,1994,victorio ramis|1994,,,,ar ARG,,victorio ramis|1994
walter acuna,1992,"FW,MF",Deportivo Riestra,31.0,False,2024,ARG1,,walter acuna,1992,walter acuna|1992,,,,ar ARG,,walter acuna|1992
walter bou,1993,FW,Lanús,30.0,False,2024,ARG1,,walter bou,1993,walter bou|1993,,,,ar ARG,,walter bou|1993
walter mazzantti,1996,FW,Huracán,27.0,False,2024,ARG1,,walter mazzantti,1996,walter mazzantti|1996,,,,ar ARG,,walter mazzantti|1996
walter molas,2004,DF,Boca Juniors,19.0,False,2024,ARG1,,walter molas,2004,walter molas|2004,,,,ar ARG,,walter molas|2004
walter montoya,1993,MF,Cen. Córdoba–SdE,30.0,False,2024,ARG1,,walter montoya,1993,walter montoya|1993,267420.0,500000.0,,ar ARG,100.0,walter montoya|1993
walter rodriguez,1995,"MF,DF",Deportivo Riestra,28.0,False,2024,ARG1,,walter rodriguez,1995,walter rodriguez|1995,,,,py PAR,,walter rodriguez|1995
william alarcon,2000,MF,Huracán,23.0,False,2024,ARG1,,william alarcon,2000,william alarcon|2000,,,,cl CHI,,william alarcon|2000
yair ezequiel arismendi,1998,DF,Sarmiento,25.0,False,2024,ARG1,,yair ezequiel arismendi,1998,yair ezequiel arismendi|1998,,,,ar ARG,,yair ezequiel arismendi|1998
yaison murillo,1993,DF,Deportivo Riestra,30.0,False,2024,ARG1,,yaison murillo,1993,yaison murillo|1993,,,,co COL,,yaison murillo|1993
yonatan rodriguez,1993,MF,Banfield,30.0,False,2024,ARG1,,yonatan rodriguez,1993,yonatan rodriguez|1993,,,,uy URU,,yonatan rodriguez|1993
yonathan cabral,1992,DF,Gimnasia–LP,31.0,False,2024,ARG1,,yonathan cabral,1992,yonathan cabral|1992,,,,ar ARG,,yonathan cabral|1992
yonatthan rak,1993,DF,Cen. Córdoba–SdE,30.0,False,2024,ARG1,,yonatthan rak,1993,yonatthan rak|1993,,,,uy URU,,yonatthan rak|1993
yuri casermeiro,2002,"MF,DF",Cen. Córdoba–SdE,21.0,False,2024,ARG1,,yuri casermeiro,2002,yuri casermeiro|2002,,,,ar ARG,,yuri casermeiro|2002
yvo calleros,1998,MF,Banfield,25.0,False,2024,ARG1,,yvo calleros,1998,yvo calleros|1998,,,,uy URU,,yvo calleros|1998
zaid romero,1999,DF,Estudiantes–LP,24.0,False,2024,ARG1,,zaid romero,1999,zaid romero|1999,741142.0,4000000.0,,ar ARG,100.0,zaid romero|1999
