name,Pos,Squad,Age,dob,MatchesPlayed,Gls,Ast,xG,xAG,Shots,SoT,PassCmp,PassAtt,PassCmpPct,Tkl,TklW,Blocks,Int,GK_GA,GK_GA90,GK_SoTA,GK_Saves,GK_SavePct,GK_CS,GK_CSPct,GK_PKAtt,GK_PKA,GK_PKsv,GK_PKm,GK_PSxG,GK_PSxG_per_SoT,GK_PSxG_PlusMinus,GK_PSxG_PlusMinus_per90,GK_PassCmp,GK_PassAtt,GK_PassCmpPct,GK_GKPassAtt,GK_Throws,GK_LaunchPct,GK_AvgLen,GK_CrossesStp,GK_CrossesStpPct,GK_OPA,GK_OPA90,GK_OPA_AvgDist,IsGK,AgeYears,name_norm,dob_key,k1,tm_player_id,market_value_eur,last_update,nationality,fuzzy_score,player_uuid
german pezzella,DF,River Plate,32,1991,8.9,0,0,0.4,0.5,10,2,449,533,84.24,8,7,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0,german pezzella,1991,german pezzella|1991,113133.0,1300000.0,2025-10-17,ar ARG,100.0,german pezzella|1991
geronimo heredia,"MF,DF",Belgrano,18,2005,7.5,1,0,1.1,0.1,12,4,190,272,69.85,26,15,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,geronimo heredia,2005,geronimo heredia|2005,1173433.0,500000.0,2025-10-17,ar ARG,100.0,geronimo heredia|2005
geronimo montivero,DF,Godoy Cruz,18,2005,0.2,0,0,0.0,0.0,0,0,1,1,100.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,geronimo montivero,2005,geronimo montivero|2005,,,,ar ARG,,geronimo montivero|2005
geronimo rivera,"FW,MF",Banfield,20,2003,8.8,1,2,2.8,1.5,21,6,99,177,55.93,15,5,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,geronimo rivera,2003,geronimo rivera|2003,,,,ar ARG,,geronimo rivera|2003
gian nardelli,DF,Tigre,23,2000,7.9,0,0,0.0,0.5,0,0,322,418,77.03,7,5,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,gian nardelli,2000,gian nardelli|2000,,,,ar ARG,,gian nardelli|2000
gianluca ferrari,DF,Atlé Tucumán,26,1997,11.4,2,1,1.1,1.0,9,2,277,361,76.73,28,22,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,gianluca ferrari,1997,gianluca ferrari|1997,340507.0,500000.0,2025-10-17,ar ARG,100.0,gianluca ferrari|1997
gino peruzzi,DF,Atlé Tucumán,31,1992,2.5,1,1,0.3,0.1,1,1,80,109,73.39,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0,gino peruzzi,1992,gino peruzzi|1992,,,,ar ARG,,gino peruzzi|1992
giovani chiaverano,"FW,MF",Newell's OB,18,2005,2.7,0,1,0.4,0.4,9,3,31,68,45.59,2,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,giovani chiaverano,2005,giovani chiaverano|2005,1192376.0,150000.0,2025-10-17,ar ARG,100.0,giovani chiaverano|2005
giovanni bogado,FW,Rosario Central,22,2001,0.4,0,0,0.0,0.0,0,0,17,21,80.95,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,giovanni bogado,2001,giovanni bogado|2001,,,,py PAR,,giovanni bogado|2001
giuliano cerato,DF,Instituto,25,1998,14.8,0,1,0.5,0.9,12,3,440,755,58.28,29,18,14,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,giuliano cerato,1998,giuliano cerato|1998,,,,ar ARG,,giuliano cerato|1998
gonzalo abrego,MF,Godoy Cruz,24,2000,14.6,3,0,1.9,0.6,27,8,414,558,74.19,34,20,19,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,gonzalo abrego,2000,gonzalo abrego|2000,836493.0,2000000.0,2025-10-17,ar ARG,100.0,gonzalo abrego|2000
gonzalo alvez,"FW,MF",Ind. Rivadavia,20,2003,2.6,0,1,0.1,1.0,3,0,61,81,75.31,8,6,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,gonzalo alvez,2003,gonzalo alvez|2003,,,,ar ARG,,gonzalo alvez|2003
gonzalo bravo,"MF,FW",Deportivo Riestra,33,1990,4.0,1,0,1.1,0.8,6,3,59,95,62.11,13,9,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0,gonzalo bravo,1990,gonzalo bravo|1990,,,,ar ARG,,gonzalo bravo|1990
gonzalo goni,DF,Barracas Central,25,1998,17.2,0,0,0.5,0.2,8,3,463,593,78.08,28,19,29,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,gonzalo goni,1998,gonzalo goni|1998,594104.0,500000.0,2025-10-17,ar ARG,100.0,gonzalo goni|1998
gonzalo lujan,DF,San Lorenzo,22,2001,14.7,0,0,0.4,0.1,8,1,513,754,68.04,29,17,16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,gonzalo lujan,2001,gonzalo lujan|2001,,,,ar ARG,,gonzalo lujan|2001
gonzalo marinelli,GK,Ind. Rivadavia,34,1989,5.0,0,0,0.0,0.0,0,0,71,121,58.68,0,0,0,0,2.0,0.4,10.0,8.0,90.0,3.0,60.0,1.0,1.0,0.0,0.0,3.4,0.25,1.4,0.28,25.0,70.0,35.7,70.0,11.0,51.4,40.5,3.0,4.1,3.0,0.6,14.8,True,34.0,gonzalo marinelli,1989,gonzalo marinelli|1989,91815.0,75000.0,2025-10-17,ar ARG,100.0,gonzalo marinelli|1989
gonzalo maroni,"MF,FW",Tigre,24,1999,19.1,3,4,3.8,2.7,47,12,661,917,72.08,28,21,14,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,gonzalo maroni,1999,gonzalo maroni|1999,441385.0,2800000.0,2025-10-17,ar ARG,100.0,gonzalo maroni|1999
gonzalo morales,"FW,DF",Unión,20,2003,6.6,3,0,2.2,0.1,14,5,53,84,63.1,3,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,gonzalo morales,2003,gonzalo morales|2003,1064936.0,1200000.0,2025-10-17,ar ARG,100.0,gonzalo morales|2003
gonzalo nicolas martinez,"MF,FW",River Plate,30,1993,2.6,1,4,1.4,2.1,11,5,103,150,68.67,9,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0,gonzalo nicolas martinez,1993,gonzalo nicolas martinez|1993,,,,ar ARG,,gonzalo nicolas martinez|1993
gonzalo perez,"MF,DF",Lanús,23,2001,14.1,0,0,0.9,0.1,4,2,555,704,78.84,36,23,15,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,gonzalo perez,2001,gonzalo perez|2001,799594.0,700000.0,2025-10-17,uy URU,100.0,gonzalo perez|2001
gonzalo requena,DF,Instituto,20,2003,24.9,2,0,0.9,0.0,11,3,602,857,70.25,28,14,29,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,gonzalo requena,2003,gonzalo requena|2003,1120902.0,2200000.0,2025-10-17,ar ARG,100.0,gonzalo requena|2003
gonzalo rios,"MF,FW",Ind. Rivadavia,25,1999,7.3,1,0,0.8,0.1,15,5,140,175,80.0,15,12,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,gonzalo rios,1999,gonzalo rios|1999,907834.0,1200000.0,2025-10-17,ar ARG,100.0,gonzalo rios|1999
gonzalo trindade,DF,Cen. Córdoba–SdE,19,2004,4.0,0,0,0.0,0.0,0,0,124,161,77.02,23,19,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,gonzalo trindade,2004,gonzalo trindade|2004,1203750.0,125000.0,2025-10-17,ar ARG,100.0,gonzalo trindade|2004
gregorio rodriguez,"FW,MF",Instituto,24,2000,13.3,4,1,2.0,2.3,29,10,184,281,65.48,15,8,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,gregorio rodriguez,2000,gregorio rodriguez|2000,,,,ar ARG,,gregorio rodriguez|2000
guido carrillo,FW,Estudiantes–LP,32,1991,13.2,7,1,5.8,0.8,34,18,239,361,66.2,6,3,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0,guido carrillo,1991,guido carrillo|1991,184672.0,350000.0,2025-10-17,ar ARG,100.0,guido carrillo|1991
guido herrera,GK,Talleres,31,1992,26.0,0,0,0.0,0.0,0,0,570,803,70.98,1,1,2,0,26.0,1.0,90.0,65.0,75.6,11.0,42.3,4.0,4.0,0.0,0.0,21.9,0.22,-3.1,-0.12,177.0,396.0,44.7,622.0,72.0,50.5,41.1,29.0,7.2,18.0,0.69,11.9,True,31.0,guido herrera,1992,guido herrera|1992,230014.0,2000000.0,2025-10-17,ar ARG,100.0,guido herrera|1992
guido mainero,"FW,MF",Platense,28,1995,18.7,4,1,3.1,1.7,27,12,328,563,58.26,27,16,23,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,guido mainero,1995,guido mainero|1995,441270.0,1800000.0,2025-10-17,ar ARG,100.0,guido mainero|1995
guillermo acosta,MF,Atlé Tucumán,35,1988,23.0,0,2,0.9,2.4,22,3,708,999,70.87,27,15,24,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,35.0,guillermo acosta,1988,guillermo acosta|1988,422917.0,200000.0,2025-10-17,ar ARG,100.0,guillermo acosta|1988
guillermo balzi,MF,Newell's OB,22,2001,0.8,0,0,0.0,0.1,0,0,22,27,81.48,2,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,guillermo balzi,2001,guillermo balzi|2001,,,,ar ARG,,guillermo balzi|2001
guillermo benitez,DF,Huracán,30,1993,14.0,0,0,0.5,1.2,7,1,330,497,66.4,31,14,23,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0,guillermo benitez,1993,guillermo benitez|1993,,,,ar ARG,,guillermo benitez|1993
guillermo burdisso,DF,Huracán,35,1988,3.9,0,0,0.0,0.0,1,0,126,172,73.26,2,1,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,35.0,guillermo burdisso,1988,guillermo burdisso|1988,,,,ar ARG,,guillermo burdisso|1988
guillermo enrique,DF,Banfield,23,2000,3.4,0,0,0.0,0.2,2,0,65,121,53.72,11,6,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,guillermo enrique,2000,guillermo enrique|2000,,,,ar ARG,,guillermo enrique|2000
guillermo matias fernandez,MF,Boca Juniors,32,1991,18.8,0,0,0.1,1.4,4,0,942,1119,84.18,58,41,14,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0,guillermo matias fernandez,1991,guillermo matias fernandez|1991,,,,ar ARG,,guillermo matias fernandez|1991
guillermo may,FW,Newell's OB,25,1998,1.3,0,0,0.5,0.1,7,2,16,23,69.57,2,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,guillermo may,1998,guillermo may|1998,,,,uy URU,,guillermo may|1998
guillermo pereira,MF,Deportivo Riestra,30,1994,6.4,1,0,0.7,0.8,5,5,131,209,62.68,20,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0,guillermo pereira,1994,guillermo pereira|1994,,,,ar ARG,,guillermo pereira|1994
gustavo albarracin,MF,Talleres,17,2006,2.5,1,1,0.2,0.1,2,1,54,72,75.0,4,4,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,17.0,gustavo albarracin,2006,gustavo albarracin|2006,,,,ar ARG,,gustavo albarracin|2006
gustavo benitez,DF,Deportivo Riestra,37,1986,0.8,0,0,0.0,0.0,0,0,6,9,66.67,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,37.0,gustavo benitez,1986,gustavo benitez|1986,,,,ar ARG,,gustavo benitez|1986
gustavo bou,FW,Talleres,33,1990,1.1,0,1,0.0,0.4,1,0,27,40,67.5,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0,gustavo bou,1990,gustavo bou|1990,,,,ar ARG,,gustavo bou|1990
gustavo canto,DF,Gimnasia–LP,29,1994,4.2,0,0,0.0,0.0,0,0,132,171,77.19,18,11,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0,gustavo canto,1994,gustavo canto|1994,,,,ar ARG,,gustavo canto|1994
gustavo fernandez,FW,Deportivo Riestra,33,1990,5.0,0,0,0.2,0.3,5,2,82,138,59.42,5,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0,gustavo fernandez,1990,gustavo fernandez|1990,,,,ar ARG,,gustavo fernandez|1990
gustavo velasquez,DF,Newell's OB,32,1991,23.0,0,1,1.0,0.8,18,4,757,1007,75.17,36,22,23,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0,gustavo velasquez,1991,gustavo velasquez|1991,,,,py PAR,,gustavo velasquez|1991
hector david martinez,DF,River Plate,26,1998,0.1,0,0,0.0,0.0,0,0,11,15,73.33,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,hector david martinez,1998,hector david martinez|1998,,,,py PAR,,hector david martinez|1998
hector fertoli,"MF,FW",Huracán,29,1994,10.6,4,0,2.0,1.3,12,4,332,474,70.04,20,10,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0,hector fertoli,1994,hector fertoli|1994,424024.0,600000.0,2025-10-17,ar ARG,100.0,hector fertoli|1994
hernan de la fuente,DF,Huracán,27,1997,16.3,1,0,0.6,0.3,12,2,440,611,72.01,36,19,23,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0,hernan de la fuente,1997,hernan de la fuente|1997,552628.0,500000.0,2025-10-17,ar ARG,100.0,hernan de la fuente|1997
hernan galindez,GK,Huracán,36,1987,24.0,0,0,0.0,0.0,0,0,497,803,61.89,1,1,0,0,14.0,0.58,67.0,53.0,80.6,13.0,54.2,1.0,1.0,0.0,0.0,18.6,0.27,4.6,0.19,111.0,392.0,28.3,612.0,76.0,45.8,40.4,23.0,6.4,8.0,0.33,10.2,True,36.0,hernan galindez,1987,hernan galindez|1987,77127.0,350000.0,2025-10-17,ec ECU,100.0,hernan galindez|1987
ian glavinovich,DF,Newell's OB,22,2001,6.0,0,0,0.0,0.0,0,0,253,309,81.88,8,4,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,ian glavinovich,2001,ian glavinovich|2001,,,,ar ARG,,ian glavinovich|2001
ian subiabre,MF,River Plate,17,2007,0.1,0,0,0.0,0.0,1,0,2,3,66.67,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,17.0,ian subiabre,2007,ian subiabre|2007,1074969.0,1200000.0,2025-10-17,ar ARG,100.0,ian subiabre|2007
ignacio arce,GK,Deportivo Riestra,31,1992,25.0,0,1,0.0,0.1,0,0,415,868,47.81,1,0,1,0,25.0,1.0,115.0,90.0,81.7,12.0,48.0,4.0,4.0,0.0,0.0,33.3,0.26,8.3,0.33,250.0,684.0,36.5,641.0,33.0,76.8,51.5,40.0,7.0,28.0,1.12,14.4,True,31.0,ignacio arce,1992,ignacio arce|1992,131206.0,1000000.0,2025-10-17,ar ARG,100.0,ignacio arce|1992
ignacio chicco,GK,Belgrano,27,1996,7.3,0,0,0.0,0.0,0,0,181,236,76.69,0,0,0,0,8.0,1.1,25.0,17.0,68.0,2.0,28.6,0.0,0.0,0.0,0.0,7.0,0.29,-1.0,-0.14,29.0,79.0,36.7,191.0,34.0,30.4,31.5,9.0,8.0,10.0,1.37,14.9,True,27.0,ignacio chicco,1996,ignacio chicco|1996,503329.0,400000.0,2025-10-17,ar ARG,100.0,ignacio chicco|1996
ignacio fernandez,"MF,FW",River Plate,34,1990,7.5,1,3,1.1,0.6,13,5,408,526,77.57,17,12,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0,ignacio fernandez,1990,ignacio fernandez|1990,,,,ar ARG,,ignacio fernandez|1990
ignacio galvan,DF,Racing Club,21,2002,0.1,0,0,0.0,0.0,1,0,4,7,57.14,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,ignacio galvan,2002,ignacio galvan|2002,863140.0,150000.0,2025-10-17,ar ARG,100.0,ignacio galvan|2002
ignacio maestro puch,FW,Independiente,20,2003,2.4,1,0,1.7,0.4,6,4,35,55,63.64,5,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,ignacio maestro puch,2003,ignacio maestro puch|2003,,,,ar ARG,,ignacio maestro puch|2003
ignacio miramon,MF,Boca Juniors,20,2003,8.8,0,0,0.1,1.1,3,0,323,409,78.97,26,16,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,ignacio miramon,2003,ignacio miramon|2003,836518.0,1500000.0,2025-10-17,ar ARG,100.0,ignacio miramon|2003
ignacio pussetto,FW,Huracán,28,1995,5.0,5,1,3.3,0.8,17,7,71,112,63.39,7,6,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,ignacio pussetto,1995,ignacio pussetto|1995,283528.0,2200000.0,2025-10-17,ar ARG,100.0,ignacio pussetto|1995
ignacio rodriguez,"MF,FW",Banfield,21,2002,18.9,3,1,2.9,2.0,25,6,363,548,66.24,38,20,24,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,ignacio rodriguez,2002,ignacio rodriguez|2002,881014.0,1700000.0,2025-10-17,ar ARG,100.0,ignacio rodriguez|2002
ignacio russo,FW,Instituto,23,2000,12.6,5,1,6.0,1.5,29,14,162,267,60.67,9,6,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,ignacio russo,2000,ignacio russo|2000,833130.0,2500000.0,2025-10-17,ar ARG,100.0,ignacio russo|2000
ignacio schor,"FW,MF",Platense,23,2000,5.5,1,0,0.3,0.7,8,1,85,138,61.59,5,3,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,ignacio schor,2000,ignacio schor|2000,840760.0,800000.0,2025-10-17,ar ARG,100.0,ignacio schor|2000
ignacio tapia,MF,Belgrano,19,2004,0.7,0,0,0.2,0.0,2,2,14,17,82.35,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,ignacio tapia,2004,ignacio tapia|2004,850434.0,25000.0,2025-10-17,ar ARG,100.0,ignacio tapia|2004
ignacio vazquez,DF,Platense,26,1997,24.0,0,0,0.5,1.1,15,4,530,798,66.42,49,36,27,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,ignacio vazquez,1997,ignacio vazquez|1997,552635.0,3000000.0,2025-10-17,ar ARG,100.0,ignacio vazquez|1997
iker muniain,"MF,FW",San Lorenzo,31,1992,9.9,3,1,2.6,1.1,6,1,385,447,86.13,16,11,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0,iker muniain,1992,iker muniain|1992,,,,es ESP,,iker muniain|1992
iker zufiaurre,MF,Boca Juniors,18,2005,0.1,0,0,0.0,0.0,0,0,0,1,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,iker zufiaurre,2005,iker zufiaurre|2005,,,,ar ARG,,iker zufiaurre|2005
imanol segovia,DF,Ind. Rivadavia,22,2001,0.1,0,0,0.0,0.0,0,0,6,7,85.71,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,imanol segovia,2001,imanol segovia|2001,,,,ar ARG,,imanol segovia|2001
ivan buhajeruk,FW,Deportivo Riestra,23,2000,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,ivan buhajeruk,2000,ivan buhajeruk|2000,,,,ar ARG,,ivan buhajeruk|2000
ivan gomez,"MF,FW",Platense,26,1997,7.6,0,0,0.3,0.1,8,0,161,224,71.88,17,9,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,ivan gomez,1997,ivan gomez|1997,459318.0,1800000.0,2025-10-17,ar ARG,100.0,ivan gomez|1997
ivan leguizamon,"FW,MF",San Lorenzo,21,2002,15.7,3,1,3.3,1.4,30,9,271,475,57.05,30,23,25,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,ivan leguizamon,2002,ivan leguizamon|2002,,,,py PAR,,ivan leguizamon|2002
ivan marcone,MF,Independiente,33,1990,22.5,0,1,0.9,0.9,10,2,808,1014,79.68,49,36,12,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0,ivan marcone,1990,ivan marcone|1990,90451.0,700000.0,2025-10-17,ar ARG,100.0,ivan marcone|1990
ivan morales bravo,FW,Sarmiento,24,1999,14.5,3,0,3.3,0.5,28,13,169,259,65.25,10,7,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,ivan morales bravo,1999,ivan morales bravo|1999,,,,cl CHI,,ivan morales bravo|1999
ivan pillud,DF,Racing Club,37,1986,0.2,0,0,0.0,0.0,0,0,3,7,42.86,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,37.0,ivan pillud,1986,ivan pillud|1986,77720.0,25000.0,2025-10-17,ar ARG,100.0,ivan pillud|1986
ivan tapia,"MF,FW",Barracas Central,25,1998,13.8,0,2,0.5,1.5,16,4,371,522,71.07,12,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,ivan tapia,1998,ivan tapia|1998,697405.0,1200000.0,2025-10-17,ar ARG,100.0,ivan tapia|1998
ivan villalba,DF,Ind. Rivadavia,29,1995,18.6,2,2,1.2,0.8,11,3,428,640,66.88,25,16,19,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0,ivan villalba,1995,ivan villalba|1995,312562.0,500000.0,2025-10-17,py PAR,100.0,ivan villalba|1995
jabes saralegui,"MF,DF",Boca Juniors,21,2003,4.4,1,0,0.9,0.3,8,3,98,140,70.0,7,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,jabes saralegui,2003,jabes saralegui|2003,1174943.0,3000000.0,2025-10-17,ar ARG,100.0,jabes saralegui|2003
jalil elias,MF,Vélez Sarsfield,27,1996,7.8,0,0,0.4,0.4,4,0,357,459,77.78,20,14,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0,jalil elias,1996,jalil elias|1996,376859.0,1700000.0,2025-10-17,sy SYR,100.0,jalil elias|1996
jaminton campaz,"FW,MF",Rosario Central,23,2000,12.2,3,1,1.8,1.3,32,8,328,488,67.21,28,19,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,jaminton campaz,2000,jaminton campaz|2000,491553.0,6000000.0,2025-10-17,co COL,100.0,jaminton campaz|2000
javier marcelo correa,FW,Estudiantes–LP,31,1992,3.5,1,1,0.9,0.7,13,6,44,66,66.67,1,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0,javier marcelo correa,1992,javier marcelo correa|1992,,,,ar ARG,,javier marcelo correa|1992
javier ruiz,"MF,FW",Barracas Central,19,2004,8.9,2,0,1.1,0.9,24,8,146,209,69.86,19,9,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,javier ruiz,2004,javier ruiz|2004,1160106.0,3500000.0,2025-10-17,ar ARG,100.0,javier ruiz|2004
javier urzua,"MF,FW",Estudiantes–LP,24,1999,1.0,0,0,0.0,0.0,1,1,44,51,86.27,3,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,javier urzua,1999,javier urzua|1999,,,,cl CHI,,javier urzua|1999
jeremias gallard,FW,Talleres,19,2004,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,jeremias gallard,2004,jeremias gallard|2004,,,,ar ARG,,jeremias gallard|2004
jeremias james,DF,Deportivo Riestra,23,2001,1.8,1,0,0.1,0.0,2,1,9,19,47.37,2,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,jeremias james,2001,jeremias james|2001,,,,ar ARG,,jeremias james|2001
jeremias lazaro,"MF,FW",Instituto,19,2004,2.6,1,1,0.5,1.4,7,2,59,77,76.62,2,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,jeremias lazaro,2004,jeremias lazaro|2004,1227286.0,250000.0,2025-10-17,ar ARG,100.0,jeremias lazaro|2004
jeremias ledesma,GK,River Plate,30,1993,4.0,0,0,0.0,0.0,0,0,106,128,82.81,0,0,0,0,3.0,0.75,18.0,15.0,83.3,2.0,50.0,0.0,0.0,0.0,0.0,3.5,0.2,0.5,0.13,11.0,26.0,42.3,102.0,30.0,17.6,29.1,2.0,3.8,3.0,0.75,15.6,True,30.0,jeremias ledesma,1993,jeremias ledesma|1993,,,,ar ARG,,jeremias ledesma|1993
jeremias lucco,"FW,MF",Belgrano,18,2005,3.2,1,0,0.3,0.1,4,3,73,107,68.22,9,5,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,jeremias lucco,2005,jeremias lucco|2005,1173444.0,200000.0,2025-10-17,ar ARG,100.0,jeremias lucco|2005
jeremias merlo,"FW,MF",Gimnasia–LP,0,0,0.6,0,0,0.1,0.0,1,0,4,7,57.14,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,jeremias merlo,,jeremias merlo|,1283982.0,600000.0,2025-10-17,0,100.0,jeremias merlo|
jeremias perez tica,"FW,DF",Newell's OB,20,2003,0.5,0,1,0.0,0.8,1,1,18,25,72.0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,jeremias perez tica,2003,jeremias perez tica|2003,,,,ar ARG,,jeremias perez tica|2003
jeronimo cacciabue,MF,Newell's OB,26,1998,4.2,1,0,0.4,0.1,4,4,88,117,75.21,7,7,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,jeronimo cacciabue,1998,jeronimo cacciabue|1998,,,,ar ARG,,jeronimo cacciabue|1998
jeronimo domina,"FW,MF",Unión,18,2005,5.6,4,0,1.0,0.1,21,9,87,141,61.7,4,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,jeronimo domina,2005,jeronimo domina|2005,1103986.0,2500000.0,2025-10-17,ar ARG,100.0,jeronimo domina|2005
jeronimo pourtau,GK,Sarmiento,24,2000,3.0,0,0,0.0,0.0,0,0,17,72,23.61,0,0,0,0,4.0,1.33,11.0,7.0,63.6,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.2,-1.8,-0.61,10.0,62.0,16.1,43.0,3.0,83.7,53.1,2.0,4.9,0.0,0.0,11.8,True,24.0,jeronimo pourtau,2000,jeronimo pourtau|2000,,,,ar ARG,,jeronimo pourtau|2000
jesus soraire,MF,Banfield,35,1988,10.6,1,0,0.7,0.6,11,3,293,411,71.29,32,24,13,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,35.0,jesus soraire,1988,jesus soraire|1988,,,,ar ARG,,jesus soraire|1988
jhohan romana,DF,San Lorenzo,25,1998,24.4,0,0,0.6,0.0,14,2,924,1145,80.7,47,32,33,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,jhohan romana,1998,jhohan romana|1998,741963.0,6000000.0,2025-10-17,co COL,100.0,jhohan romana|1998
jhonatan candia,"FW,MF",Barracas Central,28,1995,10.0,1,0,2.0,0.8,21,6,183,256,71.48,5,3,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,jhonatan candia,1995,jhonatan candia|1995,259917.0,700000.0,2025-10-17,uy URU,100.0,jhonatan candia|1995
