name,Pos,Squad,Age,dob,MatchesPlayed,Gls,Ast,xG,xAG,Shots,SoT,PassCmp,PassAtt,PassCmpPct,Tkl,TklW,Blocks,Int,GK_GA,GK_GA90,GK_SoTA,GK_Saves,GK_SavePct,GK_CS,GK_CSPct,GK_PKAtt,GK_PKA,GK_PKsv,GK_PKm,GK_PSxG,GK_PSxG_per_SoT,GK_PSxG_PlusMinus,GK_PSxG_PlusMinus_per90,GK_PassCmp,GK_PassAtt,GK_PassCmpPct,GK_GKPassAtt,GK_Throws,GK_LaunchPct,GK_AvgLen,GK_CrossesStp,GK_CrossesStpPct,GK_OPA,GK_OPA90,GK_OPA_AvgDist,IsGK,AgeYears,name_norm,dob_key,k1,tm_player_id,market_value_eur,last_update,nationality,fuzzy_score,player_uuid
juan cozzani,GK,Platense,25,1998,26.0,0,0,0.0,0.0,0,0,328,695,47.19,3,3,0,0,18.0,0.69,86.0,68.0,80.2,13.0,50.0,2.0,1.0,0.0,1.0,21.1,0.24,3.1,0.12,193.0,543.0,35.5,493.0,35.0,71.8,49.5,24.0,6.9,30.0,1.15,16.8,True,25.0,juan cozzani,1998,juan cozzani|1998,,,,ar ARG,,juan cozzani|1998
juan cruz komar,DF,Rosario Central,27,1996,4.1,0,1,0.2,0.5,2,1,149,198,75.25,4,3,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0,juan cruz komar,1996,juan cruz komar|1996,319691.0,600000.0,2025-10-17,ar ARG,100.0,juan cruz komar|1996
juan espinola,GK,Belgrano,29,1994,14.7,0,1,0.0,0.4,0,0,299,482,62.03,1,1,0,0,15.0,1.02,65.0,50.0,76.9,4.0,26.7,0.0,0.0,0.0,0.0,16.1,0.25,1.1,0.07,79.0,245.0,32.2,358.0,37.0,46.4,40.5,33.0,10.3,12.0,0.82,11.7,True,29.0,juan espinola,1994,juan espinola|1994,532557.0,800000.0,2025-10-17,py PAR,100.0,juan espinola|1994
juan esquivel,FW,Tigre,23,2000,0.5,0,0,0.1,0.0,3,0,7,15,46.67,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,juan esquivel,2000,juan esquivel|2000,,,,ar ARG,,juan esquivel|2000
juan fedorco,DF,Independiente,23,2000,10.5,0,0,0.1,0.1,2,1,321,432,74.31,15,11,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,juan fedorco,2000,juan fedorco|2000,,,,ar ARG,,juan fedorco|2000
juan franco arrellaga,DF,Instituto,31,1992,12.2,1,0,0.5,0.1,8,3,250,425,58.82,24,21,16,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0,juan franco arrellaga,1992,juan franco arrellaga|1992,,,,py PAR,,juan franco arrellaga|1992
juan gimenez,DF,Rosario Central,17,2006,15.4,1,1,0.2,0.3,5,1,522,646,80.8,36,25,26,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,17.0,juan gimenez,2006,juan gimenez|2006,1000686.0,3000000.0,2025-10-17,ar ARG,100.0,juan gimenez|2006
juan guasone,DF,Sarmiento,22,2001,2.5,0,0,0.0,0.3,0,0,30,45,66.67,2,0,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,juan guasone,2001,juan guasone|2001,832977.0,200000.0,2025-10-17,it ITA,95.0,juan guasone|2001
juan hernandez,DF,Sarmiento,26,1997,2.8,0,0,0.1,0.1,2,0,43,65,66.15,2,1,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,juan hernandez,1997,juan hernandez|1997,,,,uy URU,,juan hernandez|1997
juan ignacio mendez,MF,Newell's OB,26,1997,6.5,0,0,0.1,0.3,3,0,222,285,77.89,22,16,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,juan ignacio mendez,1997,juan ignacio mendez|1997,508134.0,700000.0,2025-10-17,ar ARG,100.0,juan ignacio mendez|1997
juan ignacio ramirez,FW,Newell's OB,26,1997,18.7,3,0,8.4,1.7,39,10,134,234,57.26,12,8,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,juan ignacio ramirez,1997,juan ignacio ramirez|1997,,,,uy URU,,juan ignacio ramirez|1997
juan infante,DF,Atlé Tucumán,28,1996,23.9,0,2,0.7,1.9,15,3,616,879,70.08,51,34,28,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,juan infante,1996,juan infante|1996,615255.0,650000.0,2025-10-17,ar ARG,100.0,juan infante|1996
juan iribarren,DF,Banfield,21,2003,3.7,0,0,0.0,0.1,2,1,91,154,59.09,11,8,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,juan iribarren,2003,juan iribarren|2003,1232511.0,75000.0,2025-10-17,ar ARG,100.0,juan iribarren|2003
juan luduena,DF,Unión,20,2003,1.8,0,0,0.0,0.0,0,0,78,99,78.79,2,0,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,juan luduena,2003,juan luduena|2003,,,,ar ARG,,juan luduena|2003
juan manuel elordi,"DF,MF",Racing Club,29,1994,3.6,0,0,0.1,0.1,2,1,113,172,65.7,9,5,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0,juan manuel elordi,1994,juan manuel elordi|1994,,,,ar ARG,,juan manuel elordi|1994
juan manuel garcia,FW,Newell's OB,31,1992,9.5,3,1,4.4,1.1,26,7,108,183,59.02,10,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0,juan manuel garcia,1992,juan manuel garcia|1992,457244.0,350000.0,2025-10-17,ar ARG,100.0,juan manuel garcia|1992
juan manuel insaurralde,DF,Sarmiento,39,1984,24.0,0,0,1.1,0.1,21,6,476,671,70.94,16,12,35,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,39.0,juan manuel insaurralde,1984,juan manuel insaurralde|1984,65072.0,100000.0,2025-10-17,ar ARG,100.0,juan manuel insaurralde|1984
juan meli,"DF,MF",Cen. Córdoba–SdE,23,2000,13.6,2,1,0.4,0.4,3,2,333,511,65.17,34,24,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,juan meli,2000,juan meli|2000,,,,ar ARG,,juan meli|2000
juan miritello,FW,Defensa y Just,24,1999,13.5,4,3,4.2,2.2,27,10,226,320,70.62,5,2,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,juan miritello,1999,juan miritello|1999,728200.0,2000000.0,2025-10-17,ar ARG,100.0,juan miritello|1999
juan moran,DF,Godoy Cruz,17,2006,5.4,0,0,0.1,0.1,2,0,168,240,70.0,23,16,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,17.0,juan moran,2006,juan moran|2006,1305914.0,700000.0,2025-10-17,ar ARG,100.0,juan moran|2006
juan nardoni,MF,Racing Club,21,2002,17.0,1,0,0.8,0.3,14,2,543,671,80.92,32,23,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,juan nardoni,2002,juan nardoni|2002,,,,ar ARG,,juan nardoni|2002
juan pablo goicochea,FW,Platense,19,2005,0.1,0,0,0.0,0.0,0,0,2,3,66.67,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,juan pablo goicochea,2005,juan pablo goicochea|2005,,,,pe PER,,juan pablo goicochea|2005
juan perez,MF,Godoy Cruz,19,2004,5.4,1,2,0.3,0.6,6,3,108,150,72.0,7,5,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,juan perez,2004,juan perez|2004,1087316.0,175000.0,2025-10-17,co COL,100.0,juan perez|2004
juan pignani,DF,Platense,22,2001,2.1,0,0,0.1,0.0,2,0,24,39,61.54,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,juan pignani,2001,juan pignani|2001,,,,ar ARG,,juan pignani|2001
juan pintado,"DF,MF",Gimnasia–LP,29,1994,25.7,0,5,0.4,2.2,11,3,956,1357,70.45,73,53,35,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0,juan pintado,1994,juan pintado|1994,410456.0,1800000.0,2025-10-17,uy URU,100.0,juan pintado|1994
juan portillo,"DF,MF",Talleres,23,2000,20.9,0,2,0.7,0.8,12,1,875,1032,84.79,68,43,21,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,juan portillo,2000,juan portillo|2000,585747.0,3500000.0,2025-10-17,ar ARG,92.3076923076923,juan portillo|2000
juan quintana,"DF,MF",Banfield,24,2000,0.2,0,0,0.0,0.0,0,0,1,4,25.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,juan quintana,2000,juan quintana|2000,,,,uy URU,,juan quintana|2000
juan quintero,"MF,FW",Racing Club,31,1993,6.7,2,3,1.6,1.1,22,4,293,407,71.99,4,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0,juan quintero,1993,juan quintero|1993,,,,co COL,,juan quintero|1993
juan rodriguez,DF,Talleres,29,1994,13.0,2,0,1.1,0.1,11,6,648,761,85.15,24,15,18,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0,juan rodriguez,1994,juan rodriguez|1994,,,,ar ARG,,juan rodriguez|1994
juan saborido,DF,Platense,25,1998,11.8,0,0,0.2,0.9,8,0,307,510,60.2,27,18,21,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,juan saborido,1998,juan saborido|1998,,,,ar ARG,,juan saborido|1998
juan velazquez,"DF,MF",Belgrano,19,2004,20.1,0,3,0.4,2.4,11,3,519,776,66.88,37,23,26,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,juan velazquez,2004,juan velazquez|2004,1264273.0,2300000.0,2025-10-17,ar ARG,100.0,juan velazquez|2004
julian ceballos,MF,Boca Juniors,19,2004,0.5,0,0,0.0,0.0,0,0,23,29,79.31,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,julian ceballos,2004,julian ceballos|2004,,,,ar ARG,,julian ceballos|2004
julian eseiza,FW,Godoy Cruz,21,2002,0.4,0,0,0.0,0.0,0,0,5,9,55.56,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,julian eseiza,2002,julian eseiza|2002,,,,ar ARG,,julian eseiza|2002
julian fernandez,MF,Newell's OB,28,1995,3.3,0,0,0.1,0.0,2,1,83,110,75.45,11,5,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,julian fernandez,1995,julian fernandez|1995,,,,ar ARG,,julian fernandez|1995
julian lopez,MF,Defensa y Just,24,2000,6.3,0,0,0.3,0.1,7,1,245,323,75.85,11,7,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,julian lopez,2000,julian lopez|2000,625203.0,1000000.0,2025-10-17,ar ARG,100.0,julian lopez|2000
julio soler,DF,Lanús,18,2005,18.0,0,0,0.2,1.0,9,1,732,920,79.57,34,24,33,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,julio soler,2005,julio soler|2005,,,,ar ARG,,julio soler|2005
justo giani,"MF,FW",Atlé Tucumán,24,1999,2.5,0,0,0.3,0.3,4,0,67,96,69.79,4,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,justo giani,1999,justo giani|1999,,,,ar ARG,,justo giani|1999
kevin coronel,DF,Arg Juniors,19,2004,9.2,0,1,0.2,0.3,6,1,400,512,78.12,32,14,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,kevin coronel,2004,kevin coronel|2004,1198369.0,350000.0,2025-10-17,ar ARG,100.0,kevin coronel|2004
kevin facundo gutierrez,MF,Defensa y Just,26,1997,22.3,0,0,0.6,0.4,23,4,1062,1301,81.63,40,23,25,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,kevin facundo gutierrez,1997,kevin facundo gutierrez|1997,,,,ar ARG,,kevin facundo gutierrez|1997
kevin lomonaco,DF,Tigre,22,2002,4.9,0,0,0.1,0.0,1,0,230,258,89.15,4,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,kevin lomonaco,2002,kevin lomonaco|2002,661136.0,12000000.0,2025-10-17,ar ARG,100.0,kevin lomonaco|2002
kevin lopez,"MF,FW",Defensa y Just,22,2001,10.9,0,0,0.5,2.2,17,3,473,591,80.03,23,11,13,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,kevin lopez,2001,kevin lopez|2001,931942.0,350000.0,2025-10-17,ar ARG,100.0,kevin lopez|2001
kevin mantilla,DF,Talleres,20,2003,5.0,0,0,0.0,0.2,0,0,215,251,85.66,11,8,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,kevin mantilla,2003,kevin mantilla|2003,,,,co COL,,kevin mantilla|2003
kevin ortiz,MF,Rosario Central,23,2000,12.7,1,0,0.6,0.1,11,3,349,492,70.93,27,19,32,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,kevin ortiz,2000,kevin ortiz|2000,984079.0,1200000.0,2025-10-17,ar ARG,100.0,kevin ortiz|2000
kevin silva,DF,Rosario Central,20,2003,0.3,0,0,0.0,0.0,0,0,3,5,60.0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,kevin silva,2003,kevin silva|2003,,,,ar ARG,,kevin silva|2003
kevin vazquez,MF,Cen. Córdoba–SdE,22,2001,23.2,2,0,1.3,0.8,35,9,1178,1399,84.2,47,29,31,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,kevin vazquez,2001,kevin vazquez|2001,1064181.0,450000.0,2025-10-17,ar ARG,100.0,kevin vazquez|2001
kevin zenon,"MF,FW",Boca Juniors,22,2001,15.3,2,1,2.0,3.3,27,12,424,609,69.62,14,8,17,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,kevin zenon,2001,kevin zenon|2001,829966.0,7000000.0,2025-10-17,ar ARG,100.0,kevin zenon|2001
laurtaro giaccone,"FW,MF",Rosario Central,22,2001,10.1,1,2,1.4,2.3,14,3,231,314,73.57,18,11,17,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,laurtaro giaccone,2001,laurtaro giaccone|2001,851803.0,1500000.0,2025-10-17,ar ARG,96.96969696969697,laurtaro giaccone|2001
lautaro acosta,"MF,FW",Lanús,35,1988,8.3,0,0,0.7,0.2,4,2,157,218,72.02,14,9,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,35.0,lautaro acosta,1988,lautaro acosta|1988,45307.0,25000.0,2025-10-17,ar ARG,100.0,lautaro acosta|1988
lautaro blanco,DF,Boca Juniors,24,1999,18.0,0,1,0.1,2.9,3,1,754,1125,67.02,49,33,16,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,lautaro blanco,1999,lautaro blanco|1999,831161.0,3800000.0,2025-10-17,ar ARG,100.0,lautaro blanco|1999
lautaro bursich,GK,Cen. Córdoba–SdE,21,2002,1.0,0,0,0.0,0.0,0,0,16,27,59.26,0,0,0,0,2.0,2.0,4.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.24,-1.0,-1.02,5.0,15.0,33.3,12.0,5.0,41.7,32.3,0.0,0.0,0.0,0.0,16.5,True,21.0,lautaro bursich,2002,lautaro bursich|2002,,,,ar ARG,,lautaro bursich|2002
lautaro cardozo,DF,Banfield,22,2002,2.0,0,0,0.0,0.0,1,0,52,80,65.0,6,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,lautaro cardozo,2002,lautaro cardozo|2002,,,,ar ARG,,lautaro cardozo|2002
lautaro carrera,DF,Instituto,20,2003,4.9,0,0,0.0,0.0,0,0,151,192,78.65,14,6,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,lautaro carrera,2003,lautaro carrera|2003,,,,ar ARG,,lautaro carrera|2003
lautaro chavez,FW,Gimnasia–LP,23,2001,0.0,0,0,0.0,0.0,0,0,1,1,100.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,lautaro chavez,2001,lautaro chavez|2001,,,,ar ARG,,lautaro chavez|2001
lautaro di lollo,DF,Boca Juniors,19,2004,10.3,0,0,0.0,0.0,1,0,470,567,82.89,32,24,17,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,lautaro di lollo,2004,lautaro di lollo|2004,1019744.0,4000000.0,2025-10-17,ar ARG,100.0,lautaro di lollo|2004
lautaro garzon,GK,Vélez Sarsfield,20,2003,0.4,0,0,0.0,0.0,0,0,8,9,88.89,0,0,0,0,1.0,2.31,2.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.3,-0.4,-0.92,0.0,1.0,0.0,7.0,2.0,0.0,27.1,1.0,16.7,0.0,0.0,8.0,True,20.0,lautaro garzon,2003,lautaro garzon|2003,1171751.0,125000.0,2025-10-17,ar ARG,100.0,lautaro garzon|2003
lautaro godoy,MF,Atlé Tucumán,20,2003,0.4,0,0,0.0,0.0,1,0,13,20,65.0,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,lautaro godoy,2003,lautaro godoy|2003,1098440.0,400000.0,2025-10-17,py PAR,100.0,lautaro godoy|2003
lautaro gomez,FW,Banfield,20,2003,0.7,0,0,0.0,0.0,0,0,4,4,100.0,4,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,lautaro gomez,2003,lautaro gomez|2003,,,,ar ARG,,lautaro gomez|2003
lautaro millan,MF,Independiente,18,2005,5.6,0,1,1.9,0.3,7,4,150,203,73.89,17,12,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,lautaro millan,2005,lautaro millan|2005,1240381.0,2500000.0,2025-10-17,cl CHI,100.0,lautaro millan|2005
lautaro morales,GK,Talleres,24,1999,1.0,0,0,0.0,0.0,0,0,19,24,79.17,0,0,0,0,1.0,1.0,2.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03,-0.9,-0.95,1.0,5.0,20.0,22.0,3.0,18.2,26.9,0.0,0.0,0.0,0.0,12.2,True,24.0,lautaro morales,1999,lautaro morales|1999,576023.0,700000.0,2025-10-17,ar ARG,100.0,lautaro morales|1999
lautaro rios,MF,Ind. Rivadavia,23,2000,13.1,1,2,1.9,1.2,23,4,244,340,71.76,33,23,29,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,lautaro rios,2000,lautaro rios|2000,878220.0,700000.0,2025-10-17,ar ARG,100.0,lautaro rios|2000
lautaro rivero,DF,Cen. Córdoba–SdE,20,2003,6.7,0,0,0.2,0.2,5,3,346,416,83.17,15,11,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,lautaro rivero,2003,lautaro rivero|2003,1261395.0,4000000.0,2025-10-17,ar ARG,100.0,lautaro rivero|2003
lautaro vargas,DF,Unión,18,2005,20.0,0,2,0.4,1.6,16,2,501,754,66.45,62,41,26,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,lautaro vargas,2005,lautaro vargas|2005,1159650.0,3000000.0,2025-10-17,ar ARG,100.0,lautaro vargas|2005
lautaro villegas,MF,Banfield,20,2003,1.7,0,0,0.4,0.9,4,1,54,63,85.71,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,lautaro villegas,2003,lautaro villegas|2003,,,,ar ARG,,lautaro villegas|2003
leandro brey,GK,Boca Juniors,21,2002,11.1,0,0,0.0,0.1,0,0,213,303,70.3,0,0,0,0,8.0,0.72,45.0,36.0,86.7,6.0,54.5,3.0,2.0,1.0,0.0,12.2,0.21,4.2,0.37,28.0,107.0,26.2,226.0,51.0,31.9,32.5,10.0,6.2,8.0,0.72,12.9,True,21.0,leandro brey,2002,leandro brey|2002,982633.0,1500000.0,2025-10-17,ar ARG,100.0,leandro brey|2002
leandro contin,FW,Tigre,28,1995,4.8,1,0,1.3,0.7,9,1,65,89,73.03,2,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,leandro contin,1995,leandro contin|1995,,,,ar ARG,,leandro contin|1995
leandro diaz,"FW,MF",Lanús,31,1992,4.3,1,0,1.3,0.0,13,3,49,88,55.68,3,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0,leandro diaz,1992,leandro diaz|1992,140214.0,500000.0,2025-10-17,ar ARG,100.0,leandro diaz|1992
leandro garate,"FW,MF",Banfield,30,1993,6.9,2,0,2.8,0.1,14,5,86,147,58.5,5,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0,leandro garate,1993,leandro garate|1993,,,,ar ARG,,leandro garate|1993
leandro gonzalez pirez,DF,River Plate,31,1992,16.2,1,0,0.6,0.3,15,5,801,935,85.67,21,14,16,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0,leandro gonzalez pirez,1992,leandro gonzalez pirez|1992,113130.0,400000.0,2025-10-17,ar ARG,100.0,leandro gonzalez pirez|1992
leandro mamut,MF,Gimnasia–LP,20,2003,5.0,1,0,0.4,0.2,9,4,112,163,68.71,11,9,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,leandro mamut,2003,leandro mamut|2003,865201.0,75000.0,2025-10-17,ar ARG,100.0,leandro mamut|2003
leandro olima,MF,Atlé Tucumán,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,leandro olima,,leandro olima|,,,,0,,leandro olima|
lenny lobato,"FW,MF",Vélez Sarsfield,22,2001,0.2,0,0,0.0,0.0,1,0,2,5,40.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,lenny lobato,2001,lenny lobato|2001,865028.0,1500000.0,2025-10-17,br BRA,100.0,lenny lobato|2001
leonardo heredia,"FW,MF",Arg Juniors,28,1996,4.9,0,0,1.1,0.1,13,4,59,86,68.6,3,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,leonardo heredia,1996,leonardo heredia|1996,538367.0,1500000.0,2025-10-17,ar ARG,100.0,leonardo heredia|1996
leonardo jara,DF,Lanús,32,1991,2.7,0,0,0.0,0.1,2,0,111,143,77.62,14,9,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0,leonardo jara,1991,leonardo jara|1991,116163.0,125000.0,2025-10-17,ar ARG,100.0,leonardo jara|1991
leonardo landriel,MF,Deportivo Riestra,27,1996,1.5,0,1,0.0,0.3,0,0,20,37,54.05,3,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0,leonardo landriel,1996,leonardo landriel|1996,349747.0,25000.0,2025-10-17,ar ARG,100.0,leonardo landriel|1996
leonardo marchi,DF,Cen. Córdoba–SdE,27,1996,2.0,0,0,0.0,0.1,0,0,49,82,59.76,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0,leonardo marchi,1996,leonardo marchi|1996,642521.0,50000.0,2025-10-17,ar ARG,100.0,leonardo marchi|1996
leonardo morales,DF,Gimnasia–LP,32,1991,21.3,0,0,0.3,0.2,5,0,623,841,74.08,39,30,28,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0,leonardo morales,1991,leonardo morales|1991,457061.0,700000.0,2025-10-17,ar ARG,100.0,leonardo morales|1991
leonardo sigali,DF,Racing Club,36,1987,5.7,1,0,0.1,0.1,1,1,212,261,81.23,9,7,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,36.0,leonardo sigali,1987,leonardo sigali|1987,,,,ar ARG,,leonardo sigali|1987
leonel cardozo,DF,Lanús,20,2004,1.0,0,0,0.0,0.0,0,0,38,52,73.08,2,2,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,leonel cardozo,2004,leonel cardozo|2004,,,,ar ARG,,leonel cardozo|2004
leonel miranda,MF,Tigre,30,1994,1.9,0,0,0.0,0.0,1,0,127,161,78.88,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0,leonel miranda,1994,leonel miranda|1994,,,,ar ARG,,leonel miranda|1994
leonel picco,MF,Platense,24,1999,20.1,0,0,0.7,0.0,15,4,402,554,72.56,97,52,43,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,leonel picco,1999,leonel picco|1999,663077.0,3000000.0,2025-10-17,ar ARG,100.0,leonel picco|1999
leonel roldan,MF,Vélez Sarsfield,19,2004,1.6,0,0,0.0,0.0,1,0,46,59,77.97,2,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,leonel roldan,2004,leonel roldan|2004,1285239.0,75000.0,2025-10-17,ar ARG,100.0,leonel roldan|2004
leonel vangioni,DF,Newell's OB,36,1987,7.2,0,0,0.1,0.3,2,0,246,324,75.93,21,14,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,36.0,leonel vangioni,1987,leonel vangioni|1987,,,,ar ARG,,leonel vangioni|1987
lionel verde,MF,Unión,19,2004,3.7,1,0,0.6,0.1,9,3,63,89,70.79,9,7,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,lionel verde,2004,lionel verde|2004,,,,ar ARG,,lionel verde|2004
lisandro lopez,"FW,MF",Sarmiento,40,1983,5.4,1,0,3.1,0.8,9,3,96,153,62.75,4,3,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,40.0,lisandro lopez,1983,lisandro lopez|1983,125019.0,400000.0,2025-10-17,ar ARG,100.0,lisandro lopez|1983
lisandro montenegro,"MF,DF",Platense,20,2003,0.7,0,0,0.2,0.1,1,0,22,33,66.67,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,lisandro montenegro,2003,lisandro montenegro|2003,978974.0,75000.0,2025-10-17,ar ARG,100.0,lisandro montenegro|2003
lisandro pinero,FW,Banfield,16,2007,0.5,0,0,0.0,0.0,1,0,8,12,66.67,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,16.0,lisandro pinero,2007,lisandro pinero|2007,1301427.0,300000.0,2025-10-17,ar ARG,100.0,lisandro pinero|2007
lorenzo scipioni,MF,Tigre,19,2004,5.8,0,1,0.1,0.5,6,0,199,269,73.98,36,22,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,lorenzo scipioni,2004,lorenzo scipioni|2004,,,,ar ARG,,lorenzo scipioni|2004
luca langoni,FW,Boca Juniors,21,2002,1.9,0,0,0.4,0.1,5,3,30,44,68.18,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,luca langoni,2002,luca langoni|2002,,,,ar ARG,,luca langoni|2002
luca martinez,FW,Rosario Central,23,2001,2.0,2,0,1.4,0.1,8,5,23,46,50.0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,luca martinez,2001,luca martinez|2001,831110.0,500000.0,2025-10-17,mx MEX,95.0,luca martinez|2001
luca raffin,DF,Rosario Central,18,2006,0.7,0,0,0.0,0.0,0,0,11,16,68.75,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,luca raffin,2006,luca raffin|2006,,,,py PAR,,luca raffin|2006
luca regiardo,MF,Newell's OB,17,2006,1.0,0,0,0.0,0.3,0,0,20,25,80.0,1,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,17.0,luca regiardo,2006,luca regiardo|2006,1328380.0,500000.0,2025-10-17,ar ARG,100.0,luca regiardo|2006
